54.36.149.41 - - [22/Jan/2019:03:56:14 +0330] "GET /filter/27|13%20%D9%85%DA%AF%D8%A7%D9%BE%DB%8C%DA%A9%D8%B3%D9%84,27|%DA%A9%D9%85%D8%AA%D8%B1%20%D8%A7%D8%B2%205%20%D9%85%DA%AF%D8%A7%D9%BE%DB%8C%DA%A9%D8%B3%D9%84,p53 HTTP/1.1" 200 30577 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" "-"
5.113.219.160 - - [22/Jan/2019:06:00:06 +0330] "GET /settings/logo HTTP/1.1" 200 4120 "https://www.zanbil.ir/m/article/616/%D8%B9%D9%84%D8%AA-%D8%AE%D9%88%D8%A7%D8%A8-%D8%B1%D9%81%D8%AA%D9%86%D8%8C%DA%AF%D8%B2%DA%AF%D8%B2%D8%8C%D8%A8%DB%8C-%D8%AD%D8%B3%DB%8C-%D9%88-%D9%85%D9%88%D8%B1-%D9%85%D9%88%D8%B1-%D8%B4%D8%AF%D9%86-%D8%A7%D9%86%DA%AF%D8%B4%D8%AA%D8%A7%D9%86-%D8%AF%D8%B3%D8%AA-%D9%88-%D8%AF%D8%B1%D9%85%D8%A7%D9%86-%D8%A2%D9%86" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-J700F Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36" "-"
5.116.142.213 - - [22/Jan/2019:06:00:06 +0330] "GET /static/images/guarantees/goodShopping.png HTTP/1.1" 200 6496 "https://www.zanbil.ir/m/product/31787/61956/%D8%AC%D8%A7%D8%B1%D9%88%D8%A8%D8%B1%D9%82%DB%8C-%D8%A8%D8%A7-%D9%BE%D8%A7%DA%A9%D8%AA-%D8%A7%D9%84-%D8%AC%DB%8C-%D9%85%D8%AF%D9%84-VN-3824HSS" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/7.4 Chrome/59.0.3071.125 Mobile Safari/537.36" "-"
5.116.142.213 - - [22/Jan/2019:06:00:06 +0330] "GET /static/css/font/wyekan/font.woff HTTP/1.1" 200 28536 "https://www.zanbil.ir/m/product/31787/61956/%D8%AC%D8%A7%D8%B1%D9%88%D8%A8%D8%B1%D9%82%DB%8C-%D8%A8%D8%A7-%D9%BE%D8%A7%DA%A9%D8%AA-%D8%A7%D9%84-%D8%AC%DB%8C-%D9%85%D8%AF%D9%84-VN-3824HSS" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/7.4 Chrome/59.0.3071.125 Mobile Safari/537.36" "-"
5.116.142.213 - - [22/Jan/2019:06:00:06 +0330] "GET /static/images/guarantees/warranty.png HTTP/1.1" 200 5807 "https://www.zanbil.ir/m/product/31787/61956/%D8%AC%D8%A7%D8%B1%D9%88%D8%A8%D8%B1%D9%82%DB%8C-%D8%A8%D8%A7-%D9%BE%D8%A7%DA%A9%D8%AA-%D8%A7%D9%84-%D8%AC%DB%8C-%D9%85%D8%AF%D9%84-VN-3824HSS" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/7.4 Chrome/59.0.3071.125 Mobile Safari/537.36" "-"
5.116.142.213 - - [22/Jan/2019:06:00:06 +0330] "GET /static/images/guarantees/bestPrice.png HTTP/1.1" 200 7356 "https://www.zanbil.ir/m/product/31787/61956/%D8%AC%D8%A7%D8%B1%D9%88%D8%A8%D8%B1%D9%82%DB%8C-%D8%A8%D8%A7-%D9%BE%D8%A7%DA%A9%D8%AA-%D8%A7%D9%84-%D8%AC%DB%8C-%D9%85%D8%AF%D9%84-VN-3824HSS" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/7.4 Chrome/59.0.3071.125 Mobile Safari/537.36" "-"
5.116.142.213 - - [22/Jan/2019:06:00:06 +0330] "GET /static/images/guarantees/support.png HTTP/1.1" 200 6454 "https://www.zanbil.ir/m/product/31787/61956/%D8%AC%D8%A7%D8%B1%D9%88%D8%A8%D8%B1%D9%82%DB%8C-%D8%A8%D8%A7-%D9%BE%D8%A7%DA%A9%D8%AA-%D8%A7%D9%84-%D8%AC%DB%8C-%D9%85%D8%AF%D9%84-VN-3824HSS" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/7.4 Chrome/59.0.3071.125 Mobile Safari/537.36" "-"
5.116.142.213 - - [22/Jan/2019:06:00:06 +0330] "GET /static/images/guarantees/fastDelivery.png HTTP/1.1" 200 7713 "https://www.zanbil.ir/m/product/31787/61956/%D8%AC%D8%A7%D8%B1%D9%88%D8%A8%D8%B1%D9%82%DB%8C-%D8%A8%D8%A7-%D9%BE%D8%A7%DA%A9%D8%AA-%D8%A7%D9%84-%D8%AC%DB%8C-%D9%85%D8%AF%D9%84-VN-3824HSS" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/7.4 Chrome/59.0.3071.125 Mobile Safari/537.36" "-"
5.113.219.160 - - [22/Jan/2019:06:00:06 +0330] "GET /amp-helper-frame.html?appId=a624a1c1-0c93-466a-a546-e146710f97e6&parentOrigin=https://www.zanbil.ir HTTP/1.1" 200 133 "https://www.zanbil.ir/m/article/616/%D8%B9%D9%84%D8%AA-%D8%AE%D9%88%D8%A7%D8%A8-%D8%B1%D9%81%D8%AA%D9%86%D8%8C%DA%AF%D8%B2%DA%AF%D8%B2%D8%8C%D8%A8%DB%8C-%D8%AD%D8%B3%DB%8C-%D9%88-%D9%85%D9%88%D8%B1-%D9%85%D9%88%D8%B1-%D8%B4%D8%AF%D9%86-%D8%A7%D9%86%DA%AF%D8%B4%D8%AA%D8%A7%D9%86-%D8%AF%D8%B3%D8%AA-%D9%88-%D8%AF%D8%B1%D9%85%D8%A7%D9%86-%D8%A2%D9%86" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-J700F Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36" "-"
91.99.72.15 - - [22/Jan/2019:06:00:06 +0330] "GET /product/5968?model=6560&utm_medium=PPC&utm_source=Torob HTTP/1.1" 200 40509 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7(KHTML, like Gecko) Chrome/16.0.912.36 Safari/535.7" "-"
172.20.2.174 - - [22/Jan/2019:06:00:06 +0330] "GET /site/ping HTTP/1.1" 200 4 "-" "-" "-"
66.249.66.194 - - [22/Jan/2019:06:00:07 +0330] "GET /product/8369/10483/%D8%A8%D8%AE%D8%A7%D8%B1%DB%8C-%DA%AF%D8%A7%D8%B2%DB%8C-%D8%A8%D8%AF%D9%88%D9%86-%D8%AF%D9%88%D8%AF%DA%A9%D8%B4-%D9%BE%D9%84%D8%A7%D8%B1-%D9%85%D8%AF%D9%84-PN-3 HTTP/1.1" 200 42585 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
83.120.160.242 - - [22/Jan/2019:06:00:07 +0330] "GET /m/product/28542/57398/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-G-135-S HTTP/1.1" 200 20989 "https://www.zanbil.ir/m/browse/cooktop/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1" "-"
83.120.160.242 - - [22/Jan/2019:06:00:07 +0330] "GET /settings/logo HTTP/1.1" 200 4120 "https://www.zanbil.ir/m/product/28542/57398/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-G-135-S" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1" "-"
83.120.160.242 - - [22/Jan/2019:06:00:07 +0330] "GET /image/28542?name=g135-s%2C%2C%2C.jpg&wh=max HTTP/1.1" 200 37893 "https://www.zanbil.ir/m/product/28542/57398/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-G-135-S" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1" "-"
40.77.167.13 - - [22/Jan/2019:06:00:07 +0330] "GET /filter/b185%2Cb19%2Cb36%2Cb46%2Cb647%2Cp1 HTTP/1.1" 200 38831 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-"
5.113.219.160 - - [22/Jan/2019:06:00:08 +0330] "GET /favicon.ico HTTP/1.1" 200 0 "https://www.zanbil.ir/m/article/616/%D8%B9%D9%84%D8%AA-%D8%AE%D9%88%D8%A7%D8%A8-%D8%B1%D9%81%D8%AA%D9%86%D8%8C%DA%AF%D8%B2%DA%AF%D8%B2%D8%8C%D8%A8%DB%8C-%D8%AD%D8%B3%DB%8C-%D9%88-%D9%85%D9%88%D8%B1-%D9%85%D9%88%D8%B1-%D8%B4%D8%AF%D9%86-%D8%A7%D9%86%DA%AF%D8%B4%D8%AA%D8%A7%D9%86-%D8%AF%D8%B3%D8%AA-%D9%88-%D8%AF%D8%B1%D9%85%D8%A7%D9%86-%D8%A2%D9%86" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-J700F Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36" "-"
5.116.142.213 - - [22/Jan/2019:06:00:08 +0330] "GET /settings/logo HTTP/1.1" 200 4120 "https://www.zanbil.ir/m/product/31787/61956/%D8%AC%D8%A7%D8%B1%D9%88%D8%A8%D8%B1%D9%82%DB%8C-%D8%A8%D8%A7-%D9%BE%D8%A7%DA%A9%D8%AA-%D8%A7%D9%84-%D8%AC%DB%8C-%D9%85%D8%AF%D9%84-VN-3824HSS" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/7.4 Chrome/59.0.3071.125 Mobile Safari/537.36" "-"
5.127.25.62 - - [22/Jan/2019:06:00:08 +0330] "GET /image/33888?name=model-b2048u-1-.jpg&wh=200x200 HTTP/1.1" 200 3975 "-" "Dalvik/2.1.0 (Linux; U; Android 7.0; SM-J710F Build/NRD90M)" "-"
91.99.72.15 - - [22/Jan/2019:06:00:08 +0330] "GET /product/3557/1458/%DA%86%D8%B1%D8%AE-%D8%AE%DB%8C%D8%A7%D8%B7%DB%8C-%DA%A9%D8%A7%DA%86%DB%8C%D8%B1%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%DB%8C%D8%A7%D8%B3%D9%85%DB%8C%D9%86501 HTTP/1.1" 200 42482 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.92 Safari/537.36" "-"
5.116.142.213 - - [22/Jan/2019:06:00:08 +0330] "GET /amp-helper-frame.html?appId=a624a1c1-0c93-466a-a546-e146710f97e6&parentOrigin=https://www.zanbil.ir HTTP/1.1" 200 133 "https://www.zanbil.ir/m/product/31787/61956/%D8%AC%D8%A7%D8%B1%D9%88%D8%A8%D8%B1%D9%82%DB%8C-%D8%A8%D8%A7-%D9%BE%D8%A7%DA%A9%D8%AA-%D8%A7%D9%84-%D8%AC%DB%8C-%D9%85%D8%AF%D9%84-VN-3824HSS" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/7.4 Chrome/59.0.3071.125 Mobile Safari/537.36" "-"
66.249.66.91 - - [22/Jan/2019:06:00:08 +0330] "GET /filter/b36%2Cb41%2Cb598%2Cb168%2Cb103%2Cb614%2Cb88%2Cb19%2Cb194%2Cb35%2Cb321%2Cb5%2Cb261%2Cb442%2Cb723%2Cb573%2Cb724%2Cb435%2Cb183%2Cb542%2Cb63%2Cb497%2Cb619%2Cb613%2Cb126%2Cb74%2Cb441%2Cb568%2Cb880%2Cb647%2Cb185%2Cb584%2Cb224%2Cb213%2Cb3%2Cb570%2Cb198%2Cb238%2Cb485%2Cb574%2Cb186%2Cb548%2Cstexists%2Cb215%2Cb904%2Cb603%2Cb203%2Cb43%2Cb152%2Cb95%2Cb147%2Cb143%2Cb656%2Cb2%2Cb80%2Cb22%2Cb883%2Cb523%2Cb903%2Cb258%2Cb8%2Cb236%2Cb879%2Cb703?page=0 HTTP/1.1" 200 41657 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
83.120.160.242 - - [22/Jan/2019:06:00:09 +0330] "GET /image/57111/productModel/150x150 HTTP/1.1" 200 3266 "https://www.zanbil.ir/m/product/28542/57398/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-G-135-S" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1" "-"
83.120.160.242 - - [22/Jan/2019:06:00:09 +0330] "GET /image/57112/productModel/150x150 HTTP/1.1" 200 3549 "https://www.zanbil.ir/m/product/28542/57398/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-G-135-S" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1" "-"
5.116.142.213 - - [22/Jan/2019:06:00:09 +0330] "GET /image/31787?name=vn-3824hss-11.jpg&wh=max HTTP/1.1" 200 27043 "https://www.zanbil.ir/m/product/31787/61956/%D8%AC%D8%A7%D8%B1%D9%88%D8%A8%D8%B1%D9%82%DB%8C-%D8%A8%D8%A7-%D9%BE%D8%A7%DA%A9%D8%AA-%D8%A7%D9%84-%D8%AC%DB%8C-%D9%85%D8%AF%D9%84-VN-3824HSS" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/7.4 Chrome/59.0.3071.125 Mobile Safari/537.36" "-"
83.120.160.242 - - [22/Jan/2019:06:00:09 +0330] "GET /image/57114/productModel/150x150 HTTP/1.1" 200 3268 "https://www.zanbil.ir/m/product/28542/57398/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-G-135-S" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1" "-"
5.116.142.213 - - [22/Jan/2019:06:00:09 +0330] "GET /image/31787?name=vn-3822hrb-11.jpg&wh=max HTTP/1.1" 200 29176 "https://www.zanbil.ir/m/product/31787/61956/%D8%AC%D8%A7%D8%B1%D9%88%D8%A8%D8%B1%D9%82%DB%8C-%D8%A8%D8%A7-%D9%BE%D8%A7%DA%A9%D8%AA-%D8%A7%D9%84-%D8%AC%DB%8C-%D9%85%D8%AF%D9%84-VN-3824HSS" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/7.4 Chrome/59.0.3071.125 Mobile Safari/537.36" "-"
17.58.102.43 - - [22/Jan/2019:06:00:09 +0330] "GET /filter/b571%2Cb288%2Cb514%2Cb19%2Cb213%2Cb136%2Cb512%2Cb534%2Cb215%2Cb400%2Cb354%2Cb432%2Cb36%2Cb326%2Cb313%2Cb331%2Cb35%2Cb212%2Cb431%2Cb105%2Cb1%2Cb613 HTTP/1.1" 200 39174 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5 (Applebot/0.1; +http://www.apple.com/go/applebot)" "-"
5.116.142.213 - - [22/Jan/2019:06:00:09 +0330] "GET /favicon.ico HTTP/1.1" 200 0 "https://www.zanbil.ir/m/product/31787/61956/%D8%AC%D8%A7%D8%B1%D9%88%D8%A8%D8%B1%D9%82%DB%8C-%D8%A8%D8%A7-%D9%BE%D8%A7%DA%A9%D8%AA-%D8%A7%D9%84-%D8%AC%DB%8C-%D9%85%D8%AF%D9%84-VN-3824HSS" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/7.4 Chrome/59.0.3071.125 Mobile Safari/537.36" "-"
40.77.167.170 - - [22/Jan/2019:06:00:09 +0330] "GET /filter/b1%2Cb148%2Cb19%2Cb43%2Cb80%2Cb679 HTTP/1.1" 200 38011 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-"
83.120.160.242 - - [22/Jan/2019:06:00:10 +0330] "GET /image/57115/productModel/150x150 HTTP/1.1" 200 3253 "https://www.zanbil.ir/m/product/28542/57398/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-G-135-S" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1" "-"
54.36.148.214 - - [22/Jan/2019:06:00:10 +0330] "GET /filter/3516%7C%D8%AA%D9%81%D9%84%D9%88%D9%86%D8%8C%20%D8%B3%D8%B1%D8%A7%D9%85%DB%8C%D9%83%20%D9%88%20%D8%AA%D9%88%D8%B1%D9%85%D8%A7%D9%84%DB%8C%D9%86%2Cp5713%2Cstnot-exists?o=3516 HTTP/1.1" 302 0 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" "-"
83.120.160.242 - - [22/Jan/2019:06:00:10 +0330] "GET /image/57118/productModel/150x150 HTTP/1.1" 200 3376 "https://www.zanbil.ir/m/product/28542/57398/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-G-135-S" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1" "-"
66.249.66.91 - - [22/Jan/2019:06:00:10 +0330] "GET /filter/b656%2Cb703%2Cb32%2Cb67%2Cb226%2Cb41%2Cb598%2Cb168%2Cb597%2Cb88%2Cb548%2Cb6%2Cb679%2Cb215%2Cb105%2Cb194%2Cb74%2Cb35%2Cb113%2Cb820%2Cb574%2Cb442%2Cb880%2Cb645%2Cb724%2Cb118%2Cb482%2Cb400%2Cb135%2Cb249%2Cb435%2Cb221%2Cb523%2Cb854%2Cb126%2Cstexists%2Cb216%2Cb217%2Cb152%2Cb99%2Cb192%2Cb213%2Cb136%2Cb218%2Cb648%2Cb454%2Cb258%2Cb151%2Cb186%2Cb219%2Cb485%2Cb238%2Cb651?page=3 HTTP/1.1" 200 40528 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
83.121.196.28 - - [22/Jan/2019:06:00:11 +0330] "GET /image/32593?name=kachiran-roz210%2B.jpg&wh=200x200 HTTP/1.1" 200 4484 "-" "Dalvik/2.1.0 (Linux; U; Android 6.0; HUAWEI VNS-L21 Build/HUAWEIVNS-L21)" "-"
195.201.226.108 - - [22/Jan/2019:06:00:11 +0330] "GET /settings/logo HTTP/1.1" 200 4120 "https://www.zanbil.ir/m/filter/p2598%2Ct450?page=2" "Mozilla/5.0 (Linux; U; Android 7.1.1; en-US; SM-J250F Build/NMF26X) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/40.0.2214.89 UCBrowser/11.4.8.1012 Mobile Safari/537.36" "-"
51.255.77.75 - - [22/Jan/2019:06:00:12 +0330] "GET /image/27142?name=mdn76.jpg&wh=200x200 HTTP/1.1" 200 3294 "-" "Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-G7102 Build/KOT49H)" "-"
66.249.66.194 - - [22/Jan/2019:06:00:12 +0330] "GET /m/article/1091/%D8%A2%D9%85%D9%BE%D9%84%DB%8C-%D9%81%D8%A7%DB%8C%D8%B1-%DA%86%DB%8C%D8%B3%D8%AA%D8%9F HTTP/1.1" 200 16106 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
66.249.66.91 - - [22/Jan/2019:06:00:12 +0330] "GET /filter/b36%2Cb41%2Cb598%2Cb168%2Cb103%2Cb614%2Cb88%2Cb19%2Cb194%2Cb35%2Cb321%2Cb5%2Cb261%2Cb442%2Cb484%2Cb723%2Cb192%2Cb724%2Cb435%2Cb183%2Cb542%2Cb135%2Cb63%2Cb497%2Cb619%2Cb613%2Cb126%2Cb74%2Cb441%2Cb568%2Cb880%2Cb647%2Cb185%2Cb584%2Cb224%2Cb213%2Cb3%2Cb570%2Cb198%2Cb238%2Cb485%2Cb574%2Cb186%2Cb548%2Cstexists%2Cb215%2Cb904%2Cb615%2Cb603%2Cb203%2Cb43%2Cb152%2Cb95%2Cb147%2Cb143%2Cb656%2Cb2%2Cb308%2Cb80%2Cb883%2Cb523%2Cb903?page=83 HTTP/1.1" 200 41954 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
207.46.13.9 - - [22/Jan/2019:06:00:13 +0330] "GET /filter/b1,b103,b105,b109,b111,b113,b135,b144,b176,b186,b221,b261,b291,b481,b52,b542,b598,b615,b679,b77,b83,p6213 HTTP/1.1" 200 36485 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-"
207.46.13.9 - - [22/Jan/2019:06:00:13 +0330] "GET /filter?f=p3%2Cb131%2Cb36%2Ct14 HTTP/1.1" 200 34094 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-"
66.249.66.91 - - [22/Jan/2019:06:00:14 +0330] "GET /filter/b481%2Cb874%2Cb32%2Cb67%2Cb226%2Cb41%2Cb136%2Cb570%2Cb598%2Cb180%2Cb615%2Cb168%2Cb103%2Cb80%2Cb213%2Cb597%2Cb724%2Cb613%2Cb135%2Cb877%2Cb497%2Cb435%2Cb194%2Cb861%2Cb256%2Cb854%2Cb198%2Cb647%2Cb679%2Cb88%2Cb441%2Cb6%2Cb221%2Cb645%2Cb219%2Cb50%2Cb151%2Cb192%2Cstexists%2Cb203%2Cb202%2Cb795%2Cb20%2Cb8%2Cb63%2Cb904?page=40 HTTP/1.1" 200 39948 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
83.120.160.242 - - [22/Jan/2019:06:00:14 +0330] "GET /image/2598/productType/120x90 HTTP/1.1" 200 10593 "https://www.zanbil.ir/m/product/28542/57398/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-G-135-S" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1" "-"
66.249.66.91 - - [22/Jan/2019:06:00:14 +0330] "GET /filter/b703%2Cb36%2Cb41%2Cb598%2Cb168%2Cb103%2Cb614%2Cb88%2Cb194%2Cb321%2Cb5%2Cb261%2Cb442%2Cb484%2Cb723%2Cb573%2Cb192%2Cb724%2Cb1%2Cb435%2Cb183%2Cb542%2Cb135%2Cb878%2Cb63%2Cb497%2Cb619%2Cb219%2Cb74%2Cb151%2Cb441%2Cb568%2Cb880%2Cb647%2Cb185%2Cb584%2Cb224%2Cb213%2Cb50%2Cb3%2Cb231%2Cb99%2Cb238%2Cb82%2Cb215%2Cb95%2Cb218%2Cb613%2Cb656%2Cb2%2Cstexists?page=205 HTTP/1.1" 200 31084 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
5.115.47.37 - - [22/Jan/2019:06:00:14 +0330] "GET /image/33386?name=efv-520bl-5av-11.jpg&wh=200x200 HTTP/1.1" 200 7755 "-" "Dalvik/2.1.0 (Linux; U; Android 7.0; Redmi Note 4 MIUI/V10.1.1.0.NCFMIFI)" "-"
66.249.66.194 - - [22/Jan/2019:06:00:14 +0330] "GET /m/browse/body-massager/%D9%85%D8%A7%D8%B3%D8%A7%DA%98%D9%88%D8%B1--%D8%A8%D8%AF%D9%86 HTTP/1.1" 200 18371 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
176.42.96.222 - - [22/Jan/2019:06:00:14 +0330] "GET /m/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C HTTP/1.1" 200 19085 "https://www.zanbil.ir/m/index?utm_medium=referral&utm_source=DonanimHaber&utm_campaign=DonanimHaber" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J700F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
